id,entity,amount,currency,status,order_id,invoice_id,description,method,captured,refund_status,amount_refunded,fee,tax,created_at,created_date,contract_fee_rate,applied_fee_rate,anomaly_type,base_fee
pay_2024_H1_01862,payment,289790,INR,captured,order_2024_H1_01862,inv_2024_H1_01862,Books & premium stationery,upi,true,null,0,5216,0,1704093837,2024-01-01,0.018,0.018,,52.16
pay_2024_H1_02224,payment,735549,INR,captured,order_2024_H1_02224,inv_2024_H1_02224,Books & premium stationery,netbanking,true,null,0,13240,0,1704095100,2024-01-01,0.018,0.018,,132.40
pay_2024_H1_00494,payment,182161,INR,captured,order_2024_H1_00494,inv_2024_H1_00494,Electronics accessories pack,card,true,null,0,3279,0,1704095268,2024-01-01,0.018,0.018,,32.79
pay_2024_H1_02185,payment,7556780,INR,captured,order_2024_H1_02185,inv_2024_H1_02185,Fitness & sports equipment,upi,true,null,0,136022,0,1704095799,2024-01-01,0.018,0.018,,1360.22
pay_2024_H1_00631,payment,409059,INR,captured,order_2024_H1_00631,inv_2024_H1_00631,Fashion & apparel order,upi,true,null,0,7363,0,1704096845,2024-01-01,0.018,0.018,,73.63
pay_2024_H1_02116,payment,247162,INR,captured,order_2024_H1_02116,inv_2024_H1_02116,Subscription box package,netbanking,true,null,0,4449,0,1704097408,2024-01-01,0.018,0.018,,44.49
pay_2024_H1_01744,payment,801411,INR,captured,order_2024_H1_01744,inv_2024_H1_01744,Home decor purchase,upi,true,null,0,14425,0,1704097431,2024-01-01,0.018,0.018,,144.25
pay_2024_H1_00604,payment,492494,INR,captured,order_2024_H1_00604,inv_2024_H1_00604,Home decor purchase,card,true,null,0,8865,0,1704097470,2024-01-01,0.018,0.018,,88.65
pay_2024_H1_01700,payment,1043968,INR,captured,order_2024_H1_01700,inv_2024_H1_01700,Kitchen accessories bundle,upi,true,null,0,18791,0,1704097542,2024-01-01,0.018,0.018,,187.91
pay_2024_H1_00853,payment,664337,INR,captured,order_2024_H1_00853,inv_2024_H1_00853,Home decor purchase,netbanking,true,null,0,11958,0,1704098162,2024-01-01,0.018,0.018,,119.58
pay_2024_H1_00056,payment,585999,INR,captured,order_2024_H1_00056,inv_2024_H1_00056,Kitchen accessories bundle,upi,true,null,0,10548,0,1704098314,2024-01-01,0.018,0.018,,105.48
pay_2024_H1_00949,payment,258785,INR,captured,order_2024_H1_00949,inv_2024_H1_00949,Home decor purchase,upi,true,null,0,4658,0,1704101206,2024-01-01,0.018,0.018,,46.58
pay_2024_H1_00879,payment,504482,INR,captured,order_2024_H1_00879,inv_2024_H1_00879,Books & premium stationery,upi,true,null,0,9081,0,1704102268,2024-01-01,0.018,0.018,,90.81
pay_2024_H1_00968,payment,488806,INR,captured,order_2024_H1_00968,inv_2024_H1_00968,Electronics accessories pack,netbanking,true,null,0,8799,0,1704102648,2024-01-01,0.018,0.018,,87.99
pay_2024_H1_01769,payment,2510078,INR,captured,order_2024_H1_01769,inv_2024_H1_01769,Subscription box package,card,true,null,0,45181,0,1704102694,2024-01-01,0.018,0.018,,451.81
pay_2024_H1_00739,payment,167693,INR,captured,order_2024_H1_00739,inv_2024_H1_00739,Online lifestyle order,wallet,true,null,0,3018,0,1704103547,2024-01-01,0.018,0.018,,30.18
pay_2024_H1_00938,payment,1339135,INR,captured,order_2024_H1_00938,inv_2024_H1_00938,Books & premium stationery,upi,true,null,0,24104,0,1704104630,2024-01-01,0.018,0.018,,241.04
pay_2024_H1_00655,payment,379692,INR,captured,order_2024_H1_00655,inv_2024_H1_00655,Personal care products,card,true,null,0,6834,0,1704104721,2024-01-01,0.018,0.018,,68.34
pay_2024_H1_00644,payment,320568,INR,captured,order_2024_H1_00644,inv_2024_H1_00644,Subscription box package,upi,true,null,0,5770,0,1704105241,2024-01-01,0.018,0.018,,57.70
pay_2024_H1_01562,payment,538715,INR,captured,order_2024_H1_01562,inv_2024_H1_01562,Personal care products,netbanking,true,null,0,9697,0,1704105856,2024-01-01,0.018,0.018,,96.97
pay_2024_H1_01156,payment,3989258,INR,captured,order_2024_H1_01156,inv_2024_H1_01156,Pet care supplies,upi,true,null,0,71807,0,1704106470,2024-01-01,0.018,0.018,,718.07
pay_2024_H1_01254,payment,318931,INR,captured,order_2024_H1_01254,inv_2024_H1_01254,Subscription box package,card,true,null,0,5741,0,1704107795,2024-01-01,0.018,0.018,,57.41
pay_2024_H1_01455,payment,2669559,INR,captured,order_2024_H1_01455,inv_2024_H1_01455,Home decor purchase,card,true,null,0,48052,0,1704108172,2024-01-01,0.018,0.018,,480.52
pay_2024_H1_01560,payment,5347061,INR,captured,order_2024_H1_01560,inv_2024_H1_01560,Subscription box package,card,true,null,0,96247,0,1704109447,2024-01-01,0.018,0.018,,962.47
pay_2024_H1_00061,payment,822849,INR,captured,order_2024_H1_00061,inv_2024_H1_00061,Seasonal festival purchase,netbanking,true,null,0,14811,0,1704110344,2024-01-01,0.018,0.018,,148.11
pay_2024_H1_01533,payment,5753509,INR,captured,order_2024_H1_01533,inv_2024_H1_01533,Seasonal festival purchase,upi,true,null,0,103563,0,1704111180,2024-01-01,0.018,0.018,,1035.63
pay_2024_H1_01330,payment,4126575,INR,captured,order_2024_H1_01330,inv_2024_H1_01330,Pet care supplies,netbanking,true,null,0,74278,0,1704114775,2024-01-01,0.018,0.018,,742.78
pay_2024_H1_00181,payment,1199825,INR,captured,order_2024_H1_00181,inv_2024_H1_00181,Electronics accessories pack,upi,true,null,0,21597,0,1704115421,2024-01-01,0.018,0.018,,215.97
pay_2024_H1_01453,payment,382290,INR,captured,order_2024_H1_01453,inv_2024_H1_01453,Electronics accessories pack,upi,true,null,0,6881,0,1704116308,2024-01-01,0.018,0.018,,68.81
pay_2024_H1_01910,payment,15907836,INR,captured,order_2024_H1_01910,inv_2024_H1_01910,Electronics accessories pack,upi,true,null,0,286341,0,1704116920,2024-01-01,0.018,0.018,,2863.41
pay_2024_H1_00377,payment,485449,INR,captured,order_2024_H1_00377,inv_2024_H1_00377,Fitness & sports equipment,upi,true,null,0,8738,0,1704117403,2024-01-01,0.018,0.018,,87.38
pay_2024_H1_00414,payment,4590953,INR,captured,order_2024_H1_00414,inv_2024_H1_00414,Personal care products,card,true,null,0,82637,0,1704117948,2024-01-01,0.018,0.018,,826.37
pay_2024_H1_01806,payment,366969,INR,captured,order_2024_H1_01806,inv_2024_H1_01806,Online lifestyle order,card,true,null,0,6605,0,1704118274,2024-01-01,0.018,0.018,,66.05
pay_2024_H1_00186,payment,2964484,INR,captured,order_2024_H1_00186,inv_2024_H1_00186,Pet care supplies,upi,true,null,0,53361,0,1704119353,2024-01-01,0.018,0.018,,533.61
pay_2024_H1_00450,payment,391577,INR,captured,order_2024_H1_00450,inv_2024_H1_00450,Gifting & hampers order,upi,true,null,0,7048,0,1704119946,2024-01-01,0.018,0.018,,70.48
pay_2024_H1_00233,payment,498832,INR,captured,order_2024_H1_00233,inv_2024_H1_00233,Office lifestyle gear,card,true,null,0,8979,0,1704121310,2024-01-01,0.018,0.018,,89.79
pay_2024_H1_01112,payment,161669,INR,captured,order_2024_H1_01112,inv_2024_H1_01112,Subscription box package,upi,true,null,0,2910,0,1704121508,2024-01-01,0.018,0.018,,29.10
pay_2024_H1_00134,payment,1937886,INR,captured,order_2024_H1_00134,inv_2024_H1_00134,Electronics accessories pack,upi,true,null,0,34882,0,1704121666,2024-01-01,0.018,0.018,,348.82
pay_2024_H1_02077,payment,5205721,INR,captured,order_2024_H1_02077,inv_2024_H1_02077,Fitness & sports equipment,upi,true,null,0,93703,0,1704124075,2024-01-01,0.018,0.018,,937.03
pay_2024_H1_00791,payment,2580346,INR,captured,order_2024_H1_00791,inv_2024_H1_00791,Personal care products,upi,true,null,0,46446,0,1704124344,2024-01-01,0.018,0.018,,464.46
pay_2024_H1_01382,payment,4573470,INR,captured,order_2024_H1_01382,inv_2024_H1_01382,Books & premium stationery,card,true,null,0,82322,0,1704124419,2024-01-01,0.018,0.018,,823.22
pay_2024_H1_00071,payment,837598,INR,captured,order_2024_H1_00071,inv_2024_H1_00071,Books & premium stationery,upi,true,null,0,15077,0,1704125314,2024-01-01,0.018,0.018,,150.77
pay_2024_H1_00072,payment,1609193,INR,captured,order_2024_H1_00072,inv_2024_H1_00072,Gifting & hampers order,upi,true,null,0,28965,0,1704125730,2024-01-01,0.018,0.018,,289.65
pay_2024_H1_01841,payment,1042061,INR,captured,order_2024_H1_01841,inv_2024_H1_01841,Books & premium stationery,card,true,null,0,18757,0,1704126368,2024-01-01,0.018,0.018,,187.57
pay_2024_H1_00312,payment,2355345,INR,captured,order_2024_H1_00312,inv_2024_H1_00312,Gifting & hampers order,upi,true,null,0,42396,0,1704130793,2024-01-01,0.018,0.018,,423.96
pay_2024_H1_01595,payment,1293987,INR,captured,order_2024_H1_01595,inv_2024_H1_01595,Gifting & hampers order,upi,true,null,0,23292,0,1704133532,2024-01-01,0.018,0.018,,232.92
pay_2024_H1_01782,payment,728736,INR,captured,order_2024_H1_01782,inv_2024_H1_01782,Fashion & apparel order,upi,true,null,0,13117,0,1704133861,2024-01-01,0.018,0.018,,131.17
pay_2024_H1_01753,payment,686548,INR,captured,order_2024_H1_01753,inv_2024_H1_01753,Kitchen accessories bundle,upi,true,null,0,12358,0,1704133903,2024-01-01,0.018,0.018,,123.58
pay_2024_H1_01500,payment,404614,INR,captured,order_2024_H1_01500,inv_2024_H1_01500,Kitchen accessories bundle,card,true,null,0,7283,0,1704135323,2024-01-01,0.018,0.018,,72.83
pay_2024_H1_00329,payment,212600,INR,captured,order_2024_H1_00329,inv_2024_H1_00329,Fitness & sports equipment,wallet,true,null,0,3827,0,1704135639,2024-01-01,0.018,0.018,,38.27
pay_2024_H1_01108,payment,357952,INR,captured,order_2024_H1_01108,inv_2024_H1_01108,Seasonal festival purchase,netbanking,true,null,0,6443,0,1704136032,2024-01-01,0.018,0.018,,64.43
pay_2024_H1_01922,payment,457322,INR,captured,order_2024_H1_01922,inv_2024_H1_01922,Office lifestyle gear,upi,true,null,0,8232,0,1704136551,2024-01-01,0.018,0.018,,82.32
pay_2024_H1_01292,payment,462310,INR,captured,order_2024_H1_01292,inv_2024_H1_01292,Books & premium stationery,card,true,null,0,8322,0,1704137498,2024-01-01,0.018,0.018,,83.22
pay_2024_H1_00358,payment,5515114,INR,captured,order_2024_H1_00358,inv_2024_H1_00358,Personal care products,card,true,null,0,99272,0,1704139793,2024-01-01,0.018,0.018,,992.72
pay_2024_H1_01032,payment,12359112,INR,captured,order_2024_H1_01032,inv_2024_H1_01032,Baby & kids care set,upi,true,null,0,222464,0,1704139960,2024-01-01,0.018,0.018,,2224.64
pay_2024_H1_01892,payment,5020150,INR,captured,order_2024_H1_01892,inv_2024_H1_01892,Office lifestyle gear,card,true,null,0,90363,0,1704140023,2024-01-01,0.018,0.018,,903.63
pay_2024_H1_01516,payment,3643561,INR,captured,order_2024_H1_01516,inv_2024_H1_01516,Personal care products,card,true,null,0,65584,0,1704140467,2024-01-01,0.018,0.018,,655.84
pay_2024_H1_00533,payment,174879,INR,captured,order_2024_H1_00533,inv_2024_H1_00533,Pet care supplies,card,true,null,0,3148,0,1704140848,2024-01-01,0.018,0.018,,31.48
pay_2024_H1_01951,payment,204249,INR,captured,order_2024_H1_01951,inv_2024_H1_01951,Fashion & apparel order,card,true,null,0,3676,0,1704143048,2024-01-01,0.018,0.018,,36.76
pay_2024_H1_01139,payment,545601,INR,captured,order_2024_H1_01139,inv_2024_H1_01139,Online lifestyle order,upi,true,null,0,9821,0,1704143806,2024-01-01,0.018,0.018,,98.21
pay_2024_H1_02190,payment,5377196,INR,captured,order_2024_H1_02190,inv_2024_H1_02190,Books & premium stationery,card,true,null,0,96790,0,1704144097,2024-01-01,0.018,0.018,,967.90
pay_2024_H1_00832,payment,411479,INR,captured,order_2024_H1_00832,inv_2024_H1_00832,Baby & kids care set,upi,true,null,0,7407,0,1704144538,2024-01-01,0.018,0.018,,74.07
pay_2024_H1_00577,payment,13997813,INR,captured,order_2024_H1_00577,inv_2024_H1_00577,Online lifestyle order,card,true,null,0,251961,0,1704146683,2024-01-01,0.018,0.018,,2519.61
pay_2024_H1_01165,payment,5565035,INR,captured,order_2024_H1_01165,inv_2024_H1_01165,Online lifestyle order,upi,true,null,0,100171,0,1704147072,2024-01-01,0.018,0.018,,1001.71
pay_2024_H1_01488,payment,6411397,INR,captured,order_2024_H1_01488,inv_2024_H1_01488,Subscription box package,upi,true,null,0,115405,0,1704147777,2024-01-01,0.018,0.018,,1154.05
pay_2024_H1_01832,payment,1368651,INR,captured,order_2024_H1_01832,inv_2024_H1_01832,Personal care products,upi,true,null,0,24636,0,1704147798,2024-01-01,0.018,0.018,,246.36
